Term	POS1	POS2	POS3	POS4		Anger	Disgust	Fear	Happiness	Sadness	Surprise	Polarity1	Polarity2	Polarity3	Polarity4	Polarity_Avg	Emotion_Affected_Polarity	Normalized_Polarity
νοικοκυρίστικος	ADJ	ADJ	ADJ	ADJ		1.0	2.0	1.0	2.33	1.0	2.67	1	0	-1	0	0.0	0.1	0.48
νοσταλγώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	1.25	3.5	2.25	-1	-1	-1	-0.5	-0.88	-1.17	-2.23
νόστος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.0	2.5	2.25	-1	1	-1	1	0.0	-0.04	0.18
νούλα	NOUN	NOUN	NOUN	NOUN		1.5	3.0	1.25	1.0	1.5	2.5	-1	-1	-1	-1	-1.0	-1.4	-2.72
νους	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
νταλκαδιάζω	VERB	VERB	VERB	VERB		1.0	1.25	1.0	2.25	1.75	2.25	-1	1	-1	1	0.0	0.06	0.39
νταντεύω	VERB	VERB	VERB	VERB		1.67	2.33	1.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.02	-1.91
ντελίριο	NOUN	NOUN	NOUN	NOUN		2.25	1.5	1.5	2.0	1.0	3.0	-1	1	-1	-0.5	-0.38	-0.45	-0.69
ντενεκές	NOUN	NOUN	NOUN	NOUN		2.25	3.25	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.45	-2.83
ντερλικώνω	VERB	VERB	VERB	VERB		1.33	3.0	1.0	1.33	1.0	2.67	-1	0	-1	-0.5	-0.62	-0.85	-1.55
ντιλετάντης	NOUN	NOUN	NOUN	NOUN		1.5	2.25	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.26	-2.42
ντορής	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	2.0	1.0	3.0	-1	0	-0.5	0	-0.38	-0.33	-0.44
ντουέτο	NOUN	NOUN	NOUN	NOUN		1.0	2.5	1.0	1.5	1.0	3.0	-0.5	0	-1	0	-0.38	-0.48	-0.76
ντουλάπα	NOUN	NOUN	NOUN	NOUN		1.33	3.0	1.67	1.0	1.0	2.33	-1	-1	-1	0	-0.75	-1.13	-2.14
ντρέπομαι	VERB	VERB	VERB	VERB		1.25	1.75	1.25	1.0	1.75	2.5	-1	-1	-1	-1	-1.0	-1.27	-2.44
ντροπαλός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.5	1.25	1.0	1.5	2.0	-1	-1	-1	-1	-1.0	-1.23	-2.36
ντροπή	NOUN	NOUN	NOUN	NOUN		1.5	2.25	1.5	1.0	1.75	2.75	-1	-1	-1	-1	-1.0	-1.36	-2.63
νυκτωδία	NOUN	NOUN	NOUN	NOUN		1.0	2.0	1.0	1.0	2.0	3.0	-1	0	-1	0	-0.5	-0.75	-1.33
νυμφίδιο	NOUN	NOUN	NOUN	NOUN		2.0	3.33	1.0	1.0	1.33	2.67	-1	0	-1	-1	-0.75	-1.18	-2.25
νυμφίος	NOUN	NOUN	NOUN	NOUN		2.0	3.5	1.0	1.0	1.0	3.5	-1	0	-1	0	-0.5	-0.88	-1.61
νυμφοπάζαρο	NOUN	NOUN	NOUN	NOUN		1.67	3.0	1.0	1.0	1.0	2.67	-1	-1	-1	0	-0.75	-1.08	-2.04
νυστάζω	VERB	VERB	VERB	VERB		1.0	2.0	1.0	1.0	1.33	2.33	-1	0	-1	-1	-0.75	-0.97	-1.8
νυσταλέος	ADJ	ADJ	ADJ	NOUN		1.33	2.0	1.0	1.0	1.33	2.33	-1	0	-1	-1	-0.75	-1.0	-1.87
νυφοπάζαρο	NOUN	NOUN	NOUN	NOUN		1.67	3.0	1.0	1.0	1.0	2.67	-1	-1	-1	0	-0.75	-1.08	-2.04
ξαναγεννώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.33	1.0	3.0	1	0.5	1	0	0.62	1.24	2.91
ξάναμμα	NOUN	NOUN	NOUN	NOUN		1.5	1.25	1.0	2.0	1.0	2.75	-1	-0.5	-1	1	-0.38	-0.32	-0.42
ξανανιώθω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.33	1.0	3.0	1	0	1	0.5	0.62	1.04	2.49
ξεβγάζω	VERB	VERB	VERB	VERB		1.0	3.0	1.0	1.0	1.0	1.0	1	0	0	0	0.25	-0.1	0.05
ξεγελώ	VERB	VERB	VERB	VERB		2.0	2.0	1.5	1.0	1.0	3.5	-1	0	-1	0	-0.5	-0.78	-1.4
ξεθυμαίνω	VERB	VERB	VERB	VERB		1.0	1.5	1.5	1.5	1.0	3.0	1	0	-1	0	0.0	-0.05	0.16
ξεκουράζω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.33	1.0	2.33	1	0	1	1	0.75	1.13	2.68
ξεκρέμαστος -η -ο	ADJ	ADJ	ADJ	ADJ		2.33	1.33	1.0	1.0	1.0	3.67	-1	0	-1	-1	-0.75	-0.93	-1.72
ξενίζω	VERB	VERB	VERB	VERB		1.0	2.0	1.0	1.0	1.33	4.0	-1	0	-1	-1	-0.75	-0.88	-1.61
ξενοκίνητος	ADJ	ADJ	ADJ	ADJ		2.33	2.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.12	-2.12
ξενόφοβος -η -ο	ADJ	ADJ	ADJ	ADJ		2.25	2.25	3.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.55	-3.04
ξεπατικοτούρα	NOUN	NOUN	NOUN	NOUN		2.0	2.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.08	-2.04
ξεπατικώνω	VERB	VERB	VERB	VERB		2.0	2.33	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.07	-2.02
ξεπατικωτούρα	VERB	NOUN	VERB	NOUN		2.0	2.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.08	-2.04
ξεπλένω	VERB	VERB	VERB	VERB		1.33	2.33	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.02	-1.91
ξερνώ	VERB	VERB	VERB	VERB		2.0	4.75	1.25	1.0	1.5	2.5	-1	-1	-1	-1	-1.0	-1.62	-3.19
ξεροκόμματο	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.33	1.67	-1	0	-1	-1	-0.75	-1.2	-2.29
ξερός	ADJ	ADJ	ADJ	ADJ		1.67	2.67	2.33	1.0	1.33	3.67	-1	-1	-1	0	-0.75	-1.17	-2.23
ξερός -ή -ό	ADJ	ADJ	ADJ	ADJ		2.0	2.0	3.0	1.0	1.0	4.0	0	-1	-1	0	-0.5	-0.9	-1.65
ξέρω	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
ξεσκίζω	VERB	VERB	VERB	VERB		4.0	3.0	1.25	2.25	1.25	2.25	-1	-0.5	-1	-0.5	-0.75	-1.14	-2.17
ξεσπώ	VERB	VERB	VERB	VERB		4.0	1.5	1.5	1.5	1.5	3.0	-1	-1	-1	-0.5	-0.88	-1.28	-2.46
ξετρελαίνω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.0	1.0	3.25	1	1	1	1	1.0	1.56	3.59
ξεφτίλας	NOUN	NOUN	NOUN	NOUN		2.75	3.5	1.0	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.52	-2.98
ξεφτιλίζω	VERB	VERB	VERB	VERB		3.67	3.67	1.0	1.67	1.33	3.33	-1	0	-1	-0.5	-0.62	-1.09	-2.06
ξεφτιλίζω	VERB	VERB	VERB	VERB		3.5	3.5	1.0	2.0	1.5	3.0	0	0	-1	-0.5	-0.38	-0.78	-1.4
ξεφτιλισμένος	PART	PART	PART	PART		3.0	4.0	1.0	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.6	-3.15
ξεχειλίζω	VERB	VERB	VERB	VERB		4.0	3.25	1.0	1.25	1.0	2.75	-1	-1	-1	-0.5	-0.88	-1.42	-2.76
ξεχνώ	VERB	VERB	VERB	VERB		2.5	1.5	1.0	1.0	2.5	3.5	-1	0	-1	0	-0.5	-0.88	-1.61
ξινίζω	VERB	VERB	VERB	VERB		1.5	3.0	1.0	1.0	1.25	2.25	-1	-1	-1	-1	-1.0	-1.36	-2.63
ξόανο	NOUN	NOUN	NOUN	NOUN		2.75	2.75	1.0	1.0	1.25	2.0	-1	-1	-1	-1	-1.0	-1.48	-2.89
ξυλιάζω	VERB	VERB	VERB	VERB		1.33	2.33	1.33	1.0	1.33	2.67	-1	0	-1	-1	-0.75	-1.05	-1.97
ξυλοπόδαρος	NOUN	ADJ	NOUN	NOUN		1.67	2.67	1.33	1.0	1.0	2.67	-1	-1	-1	0	-0.75	-1.08	-2.04
ξύνω	VERB	VERB	VERB	VERB		3.0	3.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.97	-1.8
ξυπνώ	VERB	VERB	VERB	VERB		3.0	1.5	1.5	1.0	1.0	3.5	-1	0	-1	0	-0.5	-0.83	-1.5
οθωμανικός	ADJ	ADJ	ADJ	ADJ		2.5	2.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.88	-1.61
οικονομίστικος	ADJ	ADJ	ADJ	ADJ		1.5	2.5	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.82	-1.48
οικοπεδοφάγος	NOUN	NOUN	NOUN	NOUN		3.67	2.33	1.67	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.32	-2.55
οικτίρω	VERB	VERB	VERB	VERB		1.75	1.75	1.0	1.0	4.25	1.5	-1	-1	-1	-1	-1.0	-1.6	-3.15
οίκτος	NOUN	NOUN	NOUN	NOUN		1.25	1.75	1.0	1.0	4.25	2.0	-1	-1	-1	-1	-1.0	-1.52	-2.98
οιστρήλατος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.67	1.0	3.67	1	0	1	0.5	0.62	1.14	2.7
οιστρηλατώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.67	1.0	3.67	1	0	1	0.5	0.62	1.14	2.7
οίστρος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.75	1.0	3.0	1	1	1	1	1.0	1.5	3.47
οκτάωρος -η -ο	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
ολκή	NOUN	NOUN	NOUN	NOUN		2.67	2.0	1.0	2.0	1.33	3.0	0	0	-1	1	0.0	-0.15	-0.05
ολονυκτία	NOUN	NOUN	NOUN	NOUN		2.5	2.5	1.0	1.0	1.5	2.5	-1	0	-1	0	-0.5	-0.93	-1.72
ολονυχτία	NOUN	NOUN	NOUN	NOUN		2.5	2.5	1.0	1.0	1.5	2.5	-1	0	-1	0	-0.5	-0.93	-1.72
ομοιοπαθής -ής -ές	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-0.58	-0.97
ομόνοια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	2.67	1	1	1	0	0.75	1.08	2.57
ομορφονιός	NOUN	NOUN	NOUN	NOUN		1.33	2.0	1.0	1.33	1.0	2.33	-1	0	-1	1	-0.25	-0.4	-0.59
όμως	CONJ	CONJ	CONJ	CONJ		1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0.0	-0.15	-0.05
όνειρο	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.67	3.33	1.67	3.0	0.5	1	1	0	0.62	0.9	2.19
ονείρωξη	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
οπ αρτ	NOUN	NOUN	NOUN	N/A		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
οπαδός	NOUN	NOUN	NOUN	NOUN		2.5	2.5	1.0	1.0	1.0	1.0	-1	0	-1	0	-0.5	-0.95	-1.76
οπερέτα	NOUN	NOUN	NOUN	NOUN		3.0	3.5	1.0	1.0	1.0	2.5	-1	0	-1	0	-0.5	-1.02	-1.91
οπλισμός	NOUN	NOUN	NOUN	NOUN		2.0	2.0	2.0	2.0	1.0	2.0	0	0	0	0	0.0	-0.2	-0.16
οποίος	PRON	PRON	PRON	PRON		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
οπτικός -ή -ό	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
όραση	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
οργανικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	2.0	1.0	1.0	1.0	1.0	0	0	-1	0	-0.25	-0.5	-0.8
ορδή	NOUN	NOUN	NOUN	NOUN		3.0	2.0	2.5	1.0	1.0	2.5	-1	0	-1	0	-0.5	-1.02	-1.91
ορδή	NOUN	NOUN	NOUN	NOUN		3.0	3.0	2.0	1.0	1.0	3.0	0	0	-1	0	-0.25	-0.8	-1.44
ορεξάτος	ADJ	ADJ	ADJ	NOUN		1.0	1.0	1.0	3.75	1.0	2.75	1	1	1	1	1.0	1.49	3.45
ορθολογισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.0	1	0	1	0	0.5	0.85	2.08
όρνιο	NOUN	NOUN	NOUN	NOUN		3.25	2.25	1.75	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.53	-3.0
ορφανεύω	VERB	VERB	VERB	VERB		1.67	1.33	1.33	1.0	3.33	2.67	-1	-1	-1	0	-0.75	-1.18	-2.25
ορφανός	NOUN	ADJ	NOUN	NOUN		1.67	1.33	1.33	1.0	3.33	2.67	-1	-1	-1	0	-0.75	-1.18	-2.25
όσκαρ	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.0	1.0	5.0	1	0	1	0	0.5	1.15	2.72
οσμή	NOUN	NOUN	NOUN	NOUN		1.0	3.5	1.0	3.5	1.0	3.5	0	0	0	0	0.0	0.23	0.76
όσφρηση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.0	1.0	4.0	1	0	1	0	0.5	0.7	1.76
οσφυοκάμπτης	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.41	-2.74
ούννος	NOUN	NOUN	NOUN	NOUN		3.33	3.33	1.67	1.0	1.0	2.67	-1	-1	-1	0	-0.75	-1.35	-2.61
ουρακοτάγκος	NOUN	NOUN	NOUN	NOUN		2.75	3.25	1.5	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
ουράνια	ADJ	NOUN	ADJ	NOUN		1.0	1.0	1.0	3.67	1.0	3.33	1	0	1	1	0.75	1.25	2.93
ουχί	OTHER	N/A	OTHER	N/A		1.0	1.5	1.0	1.0	1.0	4.0	-1	0	-1	0	-0.5	-0.55	-0.91
οφίκιο	NOUN	NOUN	NOUN	NOUN		1.67	2.67	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-1.12	-2.12
οχετός	NOUN	NOUN	NOUN	NOUN		3.0	3.25	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.52	-2.98
όχι	OTHER	N/A	OTHER	N/A		3.0	1.5	1.0	1.0	2.0	3.5	-1	0	-1	0	-0.5	-0.88	-1.61
όχλος	NOUN	NOUN	NOUN	NOUN		2.0	3.33	1.33	1.0	1.0	2.33	-1	-1	-1	0	-0.75	-1.2	-2.29
οχού	INTJ	INTJ	INTJ	INTJ		2.5	3.25	1.0	1.75	2.0	2.0	-1	-0.5	-1	-1	-0.88	-1.3	-2.51
παγερός -ή -ό	ADJ	ADJ	ADJ	ADJ		2.0	2.5	2.5	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.95	-1.76
παγώνω	VERB	VERB	VERB	VERB		1.67	2.0	3.67	1.0	1.0	3.67	-1	-1	-1	0	-0.75	-1.2	-2.29
παζάρι	NOUN	NOUN	NOUN	NOUN		1.5	3.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.88	-1.61
παθαίνω	VERB	VERB	VERB	VERB		1.0	1.0	1.25	1.0	1.5	2.5	-1	-0.5	-1	-1	-0.88	-1.03	-1.93
παθητικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.5	3.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.85	-1.55
παθιάζομαι	VERB	VERB	VERB	VERB		2.33	1.33	1.67	2.33	1.0	3.33	-1	0	0	1	0.0	-0.0	0.27
παθολογία	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
πάθος	NOUN	NOUN	NOUN	NOUN		2.33	1.67	2.0	2.33	1.33	3.0	-0.5	0	-1	-0.5	-0.5	-0.62	-1.06
παιγνιδάκι	NOUN	NOUN	NOUN	NOUN		2.33	1.67	1.0	1.67	1.0	2.0	-0.5	0	-1	-0.5	-0.5	-0.67	-1.16
παιγνίδι	NOUN	NOUN	NOUN	NOUN		2.0	2.0	1.0	2.0	1.0	3.0	1	0	-1	0	0.0	-0.05	0.16
παιδαριώδης	ADJ	ADJ	ADJ	ADJ		1.75	2.25	1.0	1.0	1.0	2.0	-1	-1	-1	-1	-1.0	-1.3	-2.51
παιδί	NOUN	NOUN	NOUN	NOUN		2.0	2.5	1.0	2.5	1.0	3.0	-0.5	0	-1	0	-0.38	-0.38	-0.54
παιδικός	ADJ	ADJ	ADJ	ADJ		2.0	2.5	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.8	-1.44
παίζω	VERB	VERB	VERB	VERB		2.0	1.0	1.0	3.5	1.0	2.0	0.5	1	0	0	0.38	0.68	1.72
παιχνιδάκι	NOUN	NOUN	NOUN	NOUN		1.67	1.33	1.0	2.67	1.0	2.33	0	0	1	-1	0.0	0.15	0.59
παιχνίδι	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.0	4.0	1	0	1	0	0.5	1.0	2.4
παλαβιάρης	NOUN	ADJ	NOUN	NOUN		2.33	2.67	1.67	1.67	1.33	3.0	-1	0	-1	-0.5	-0.62	-0.94	-1.74
παλάβρας	NOUN	NOUN	NOUN	NOUN		2.67	2.67	1.67	1.67	1.33	3.67	-1	0	-1	-0.5	-0.62	-0.94	-1.74
παλαιοημερολογίτης	NOUN	NOUN	NOUN	NOUN		2.5	3.5	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.95	-1.76
παλαιοημερολογίτικος	ADJ	ADJ	ADJ	ADJ		2.0	3.5	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-0.9	-1.65
παλαιοντολογικός	ADJ	ADJ	ADJ	ADJ		2.5	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.9	-1.65
παλαιοντολογικός	ADJ	ADJ	ADJ	ADJ		2.5	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.9	-1.65
παλάντζας	NOUN	NOUN	NOUN	NOUN		1.75	2.25	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.31	-2.53
παλικαράς	NOUN	NOUN	NOUN	NOUN		1.5	1.75	1.25	2.5	1.25	2.5	1	1	-1	0.5	0.38	0.43	1.18
παλικάρι	NOUN	NOUN	NOUN	NOUN		1.0	1.25	1.0	3.0	1.25	2.75	1	1	1	0.5	0.88	1.17	2.76
παλικαριά	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.0	1	1	1	1	1.0	1.35	3.15
παλιοπαρέα	NOUN	NOUN	NOUN	NOUN		1.33	1.33	1.0	3.67	1.0	2.67	1	0	1	0.5	0.62	1.02	2.44
παλιόχαρτο	NOUN	NOUN	NOUN	NOUN		2.5	2.75	1.0	1.0	1.25	1.75	-1	-1	-1	-1	-1.0	-1.46	-2.85
παλληκαράς	NOUN	NOUN	NOUN	NOUN		1.5	1.75	1.25	2.25	1.25	2.25	1	1	-1	0.5	0.38	0.37	1.06
παλληκαριά	NOUN	NOUN	NOUN	NOUN		1.0	1.5	1.0	2.5	1.0	2.75	1	1	0.5	1	0.88	1.07	2.55
παλληκαρού	NOUN	NOUN	NOUN	NOUN		1.5	1.75	1.0	2.25	1.25	2.5	1	1	-1	0.5	0.38	0.4	1.12
πάλλομαι	VERB	VERB	VERB	VERB		1.0	1.0	2.0	3.5	1.0	3.0	0	0	0	0	0.0	0.35	1.01
παμφάγος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	2.5	1.0	3.5	1	0	1	0	0.5	0.77	1.91
Παναγία	NOUN	NOUN	NOUN	NOUN		3.33	2.67	3.33	5.0	2.33	4.67	0.5	0.5	1	0	0.5	0.57	1.48
πανέμορφος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.25	1.0	3.0	1	1	1	1	1.0	1.6	3.68
πανεπιστήμων	ADJ	ADJ	ADJ	NOUN		1.67	3.0	1.0	1.0	1.0	2.0	-1	0	-1	-0.5	-0.62	-0.99	-1.85
πανηγύρι	NOUN	NOUN	NOUN	NOUN		2.0	2.67	1.0	1.33	1.0	3.0	-1	0	-1	-1	-0.75	-1.0	-1.87
πανηγύρι	NOUN	NOUN	NOUN	NOUN		2.5	2.5	1.0	1.5	1.0	3.0	0	0	-1	-1	-0.5	-0.75	-1.33
πανηγυρίζω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.25	1.0	3.0	1	1	1	1	1.0	1.6	3.68
πανηγυρικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.25	1.0	3.0	1	1	1	1	1.0	1.6	3.68
πανηγυρισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.25	1.0	3.0	1	1	1	1	1.0	1.6	3.68
πανηγυριτζής	NOUN	NOUN	NOUN	NOUN		1.75	2.5	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.34	-2.59
πανηγυριώτικος	ADJ	ADJ	ADJ	ADJ		1.75	2.25	1.0	2.0	1.0	2.0	-1	1	-1	-0.5	-0.38	-0.48	-0.76
πανηγυρτζής	NOUN	NOUN	NOUN	NOUN		1.75	2.5	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.34	-2.59
πάνθεο	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.33	3.33	1.0	3.33	1	0	1	1	0.75	1.15	2.72
πανί	NOUN	NOUN	NOUN	NOUN		2.0	2.0	4.5	1.0	1.0	1.5	-1	-1	0	0	-0.5	-1.18	-2.25
πανικός	NOUN	NOUN	NOUN	NOUN		1.75	1.75	4.0	1.0	1.25	3.75	-1	-1	-1	-1	-1.0	-1.49	-2.91
παντογνώστης	NOUN	NOUN	NOUN	NOUN		2.0	2.33	1.0	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.1	-2.08
παντογνώστρια	NOUN	NOUN	NOUN	NOUN		2.0	2.33	1.0	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.1	-2.08
παπαδαριό	NOUN	NOUN	NOUN	NOUN		2.67	3.0	1.0	1.0	1.0	2.0	-1	0	-1	-1	-0.75	-1.22	-2.34
παρα- 	OTHER	N/A	OTHER	N/A		2.5	3.5	1.5	1.0	1.0	2.0	-1	0	-1	0	-0.5	-1.05	-1.97
παραγοντίζω	VERB	VERB	VERB	VERB		1.5	2.0	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-0.78	-1.4
παράγω	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
παραγωγή	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
παράγωγος -η -ο	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
παραθερίζω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.67	1.0	1.67	1	1	-1	0	0.25	0.47	1.27
παραθερισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	1.67	1	1	-1	0	0.25	0.47	1.27
παραίσθηση	NOUN	NOUN	NOUN	NOUN		1.33	1.67	2.0	1.0	1.0	2.67	-1	0	-1	-1	-0.75	-1.02	-1.91
παραιτώ	VERB	VERB	VERB	VERB		2.0	1.5	1.0	1.0	1.5	2.5	-1	0	-1	0	-0.5	-0.78	-1.4
παρακεντές	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.25	1.0	1.0	1.5	-1	-1	-1	-1	-1.0	-1.45	-2.83
παράκρουση	NOUN	NOUN	NOUN	NOUN		2.0	2.33	1.33	1.0	1.0	3.0	-1	0	-1	-1	-0.75	-1.07	-2.02
παράξενος -η -ο	ADJ	ADJ	ADJ	ADJ		1.67	2.0	2.0	1.0	1.0	3.33	-1	0	-1	-1	-0.75	-1.05	-1.97
παράπονο	NOUN	NOUN	NOUN	NOUN		1.25	1.25	1.25	1.0	2.5	1.25	-1	-1	-1	-1	-1.0	-1.36	-2.63
παράσταση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.0	1.0	2.5	-0.5	0	-1	0	-0.38	-0.26	-0.29
παράτα	NOUN	NOUN	NOUN	VERB		3.25	1.75	1.0	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.4	-2.72
παραφέρομαι	VERB	VERB	VERB	VERB		3.33	1.67	1.67	1.0	1.33	2.67	-1	0	-1	-1	-0.75	-1.22	-2.34
παραφορά	NOUN	NOUN	NOUN	NOUN		3.0	1.33	1.67	1.0	1.33	2.67	-1	0	-1	-1	-0.75	-1.15	-2.19
παράφορος -η -ο	ADJ	ADJ	ADJ	ADJ		1.33	1.33	1.33	3.67	1.33	4.0	1	0	1	0.5	0.62	1.02	2.44
παρέα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.5	1.0	3.0	1	0	1	0	0.5	1.15	2.72
παρείσακτος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	2.67	1.33	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-1.18	-2.25
παρεξήγηση	NOUN	NOUN	NOUN	NOUN		2.0	1.5	1.0	1.0	1.0	3.5	-1	0	-1	0	-0.5	-0.68	-1.18
παρόρμηση	NOUN	NOUN	NOUN	NOUN		1.67	1.33	1.33	1.0	1.0	3.33	-1	0	-1	-0.5	-0.62	-0.79	-1.42
παρουσίαση	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
παρτάλι	NOUN	NOUN	NOUN	NOUN		2.75	2.75	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.44	-2.81
παρτσακλός	NOUN	ADJ	NOUN	NOUN		2.75	2.75	1.0	1.0	1.0	2.25	-1	-1	-1	-1	-1.0	-1.44	-2.81
πασαλείβω	VERB	VERB	VERB	VERB		3.0	4.0	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-1.05	-1.97
πασαλείφω	VERB	VERB	VERB	VERB		3.0	4.0	1.0	1.0	1.0	3.0	-1	0	-1	0	-0.5	-1.05	-1.97
πασπαρτού	NOUN	NOUN	NOUN	NOUN		1.5	1.5	1.0	1.0	1.0	2.0	0	0	-1	-1	-0.5	-0.7	-1.23
